,semester,average
0,1021,77.02499181669394
1,1022,75.77248772504092
2,1031,74.42875613747954
3,1032,75.98919803600656
4,1041,78.2476759410802
5,1042,79.13374795417349
6,1051,80.81219312602292
7,1052,80.05278232405892
