,semester,系學會社團,學術型社團,康樂性社團,聯誼性社團,服務性社團
0,1021,77.02499181669394,78.96152631578947,77.44391025641026,76.819251497006,78.90695035460992
1,1022,75.77248772504092,77.32663157894737,75.34182692307692,75.25428143712575,77.09893617021277
2,1031,74.42875613747954,75.04768421052631,73.2715064102564,73.09565868263473,75.05836879432624
3,1032,75.98919803600656,77.61926315789474,76.09628205128206,75.88464071856288,76.31617021276595
4,1041,78.2476759410802,78.08047368421052,77.65580128205129,77.5794011976048,77.8881560283688
5,1042,79.13374795417349,79.99836842105263,78.89647435897436,78.99790419161677,78.67673758865249
6,1051,80.81219312602292,82.43952631578948,80.07298076923077,80.49383233532934,80.81666666666666
7,1052,80.05278232405892,80.74568421052632,79.76705128205128,79.2355988023952,80.2049645390071
